sku_code,legacy_sku_code,barcode,brand,product_name,category,subcategory,pack_size,pack_size_unit,pack_qty,retail_price,active,data_flags
SKU0130,,,เบงเบง,เบงเบง เวเฟอร์ รสไวท์ช็อกโกแลต 20 ก. แพ็ค 12,,,20,g,12,50.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0131,,,เมจิกทวิน,เมจิก ทวิน แครกเกอร์ ไส้ครีมรสช็อกโกแลต ขนาด 15 ก. แพ็ค 24,,,15,g,24,40.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0132,,,เมจิกทวิน,เมจิกทวิน แครกเกอร์ช็อกโกแลตสอดไส้ช็อกโกแลต ขนาด 24 ชิ้น,,,15,g,24,40.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0133,,,เมจิกทวิน,เมจิกทวิน แครกเกอร์สอดไส้ครีม กลิ่นเนย ขนาด 24 ชิ้น,,,15,g,24,40.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0134,,,แคลชีส,แคลชีส เวเฟอร์สอดไส้ครีม รสชีส 27.5 ก. แพ็ค 12,,,27.5,g,12,50.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0135,,,แยมโอแยม,แยมโอแยม คุกกี้สอดไส้บลูเบอร์รี่ 32 ก. x 12 ชิ้น,,,32,g,12,50.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0136,,,แยมโอแยม,แยมโอแยม บิสกิตนมสอดไส้แยมรสสับปะรด 32กรัมx12ห่อ,,,32,g,12,50.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0137,,,โอรีโอ้,โอรีโอ คุกกี้แซนวิชรสช็อกโกแลต สอดไส้ครีมช็อกโกแลต 27.6 ก. แพ็ค 12,,,27.6,g,12,50.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0138,,,โอรีโอ้,โอรีโอ้ คุกกี้แซนวิชรสช็อกโกแลต สอดไส้ครีมวานิลลา 27.6 ก. แพ็ค 12,,,27.6,g,12,50.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0139,,,โอวัลติน,โอวัลติน คุกกี้โอวัลตินสอดไส้ครีมช็อกโกแลตมอลต์ 30 ก. แพ็ค 12,,,30,g,12,50.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0140,,,ไตรแองเกิล,ไตรแองเกิล รสช็อกโกแลต 8กรัมx24 ชิ้น,,,8,g,24,40.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
SKU0141,,,ไตรแองเกิล,ไตรแองเกิล สแน็ค วิท มิลค์ ฟิลลิ่ง (ปริมาณสุทธิ 8 กรัม 24 ชิ้น),,,8,g,24,40.00,TRUE,barcode_missing;category_missing;sku_assigned_by_import;no_supplier_price
